Date,Headline,Sentiment,Predicted Sentiment
2024-09-06,"Larry Ellison Will Control Paramount After Deal, Filing Shows",neutral,
2024-09-06,"Nvidia’s Rout Makes for Compelling Chance to Buy, BofA Says",positive,
2024-09-06,"How high earners can funnel money to a Roth IRA, the 'gold standard' of retirement accounts",positive,
2024-09-06,US Treasury chief Yellen has no comment on US Steel-Nippon review,neutral,
2024-09-06,Stuart Varney: Kamala Harris' 'show' is being run by socialists,negative,
2024-09-06,"Cash could stay attractive for months despite rate cuts, JP Morgan says",positive,
2024-09-06,"Brazil's central bank sees stronger growth, higher FX since latest policy meeting",positive,
2024-09-06,Mortgage rates stall as home sales remain 'lackluster',negative,
2024-09-06,Why this US jobs report matters and what to watch,neutral,
2024-09-06,UK Is Set to Loosen Its 2030 Offshore Wind Power Target,neutral,
2024-09-06,French Wheat Harvest and Yields Seen Plunging as Troubles Deepen,negative,
2024-09-06,"JPMorgan Picks Castaldo, BofA’s Martin to Lead Mid-Cap M&A",neutral,
2024-09-06,Mortgage Rates in the US Hold at the Lowest Level Since May 2023,positive,
2024-09-06,"Stock market today: Dow slumps, Nasdaq whipsaws amid more soft labor market data",negative,
2024-09-06,US Sees Farm Income Falling Less Than Expected to $140 Billion,positive,
2024-09-06,U.S. Crude Oil Stockpiles Fall More Than Expected,positive,
2024-09-06,Private payrolls post smallest growth since January 2021,negative,
2024-09-06,Trump Media's 69% plunge wipes out billions before lockups end,negative,
2024-09-06,"Fed is like Kamala Harris, they ‘hang on’ to the latest poll: Donald Luskin",negative,
2024-09-06,Trump Media’s 69% Plunge Wipes Out Billions Before Lockups End,negative,
2024-09-06,Colombia Faces Food and Fuel Shortages as Truckers Block Roads,negative,
2024-09-06,Buy Nvidia between $95 and $104: D.R. Barton,positive,
2024-09-06,Putin Says Russia Ready to Continue Sending Gas Via Ukraine,neutral,
2024-09-06,Turkey’s Misfiring IPO Stocks Spur Worries About Investor Demand,negative,
2024-09-06,YouTube restricts teenager access to fitness videos,negative,
2024-09-06,OPEC+ Has Deal to Pause Planned Oil Hike for 2 Months: Delegate,neutral,
2024-09-06,How Investors Can Play the Presidential Election,neutral,
2024-09-06,CBOE Starts Platform for Traders Seeking to Tap Private Markets,positive,
2024-09-06,"Stock market today: Dow, Nasdaq seesaw amid more soft jobs market data",neutral,
2024-09-06,Stocks seesaw after more soft jobs data,negative,
2024-09-06,"Zambia Dedollarization Drive Will Bring Order, Central Bank Says",positive,
2024-09-06,US weekly jobless claims decline as layoffs remain low,positive,
2024-09-06,"Evercore Taps Goldman, Morgan Stanley Bankers for FIG Dealmaking",neutral,
2024-09-06,"Sanlam Eyes India Wealth Management as BlackRock, Jio Join Fray",positive,
2024-09-06,Russian Fuel Exports Drop to Four-Month Low on Diesel Slump,negative,
2024-09-06,UK competition watchdog launches Oasis tickets probe,neutral,
2024-09-06,US Chamber names top 100 small businesses in America,positive,
2024-09-06,"Turkish Debt and Lira Face Bumpy Road, AllianceBernstein Says",negative,
2024-09-06,Buyout Shops Go From Boom to Bust to…Meh,negative,
2024-09-06,The Top Questions Going Into Friday's Jobs Report,neutral,
2024-09-06,"Spotlight on US Treasuries, Where Are Long-Term Bond Yields Headed?",neutral,
2024-09-06,Meta Oversight Board Says 'River To The Sea' Not Inherently Hate Speech,neutral,
2024-09-06,Biden Unveils $7.3 Billion Investment In Rural America’s Electricity,positive,
2024-09-06,Netanyahu Humiliates White House: 'There's No Gaza Deal In The Making... It's Not Close',negative,
2024-09-06,Parallel US Regime Change Operations Likely Occurred In Pakistan & Bangladesh,negative,
2024-09-06,​​​​​​​It's Spreading: America's Top Oil Field Terrorized By Armed Venezuelan Gangs,negative,
2024-09-06,Dow Jones 'Bull Trap' Expands Into Test Of 20-Day MA,negative,
2024-09-06,The Worst Month for Stocks,negative,
2024-09-06,Chase Bank Issues Fraud Warning After ATM Glitch Videos Spread Online,negative,
2024-09-06,"Stocks Fade Ahead Of Payrolls As Bonds, Oil Convinced Hard-Landing Is Inevitable",negative,
2024-09-06,August Employment Preview,neutral,
2024-09-06,Whistleblower: Inexperienced DHS Agents Trained W/ 2-Hr. Webinar Before Trump Shooting,negative,
2024-09-06,"Germany's AfD Party Calls For End To Mail-In Ballots, Launches Probe Into Suspicious Software Error",negative,
2024-09-06,Small Businesses Reducing Workers for the Last Four Months,negative,
2024-09-06,Thursday links: the king of the market,neutral,
2024-09-06,Jobless claims: all good news,positive,
2024-09-06,ISM Services Index Up Slightly But Employment Weakens to Nearly Flat,neutral,
2024-09-06,Stock Picks From Seeking Alpha's August 2024 New Analysts,neutral,
2024-09-06,Calculated Risk Returns! Existing Home Sales Increased to 3.95 million SAAR in July,positive,
2024-09-06,3 Things You Don’t Know About Josh,neutral,
2024-09-06,"KB Home: Positive Outlook, But Lacks Margin Of Safety",neutral,
2024-09-06,"MercadoLibre: Beating Amazon In LATAM? Likely, But It's Not A Buy",neutral,
2024-09-06,Super Micro Computer: A Lesson In Big Multiples,neutral,
2024-09-06,BUCK: Harvesting Interest Rate Volatility Premium To Boost Treasury Returns,positive,
2024-09-06,A Titan of Old Germany,neutral,
2024-09-06,AIG: Significant Business Overhaul Seems To Be Reflected In Its Valuation,neutral,
2024-09-06,ISM® Services Index Increases to 51.5% in August,positive,
2024-09-06,Longform links: no room for error,neutral,
2024-09-06,A history of xenophobia in America,negative,
2024-09-06,Verizon's Deal To Buy Frontier Will Face Regulatory Challenges,negative,
2024-09-06,"DraftKings: This Betting Behemoth Is On Sale, We See 100% Upside",positive,
2024-09-06,Fed Beige Book Shows Flat or Declining Economy in 9 of 12 Fed Districts,negative,
2024-09-06,"ADP: Private Employment Increased 99,000 in August",positive,
2024-09-06,New Medicaid Rule Adds to Commercial Hospital Price Inflation,negative,
2024-09-06,"The political season, a (one-sided) return to sanity, and the need for a landslide",neutral,
2024-09-06,Will Friday’s Jobs Report Alter The Upbeat Q3 GDP Nowcast?,neutral,
2024-09-06,Day 3 of the Courts Review of the FTC v Kroger Merger,neutral,
2024-09-06,Macro Briefing: 5 September 2024,neutral,
2024-09-04,Odds of a Half-Point Interest Rate Cut by the Fed Rise to 44 Percent,positive,
2024-09-04,"Thursday: Unemployment Claims, ADP Employment",neutral,
2024-09-04,"Election Year Bets on Tech Stocks, Semis, and AI’s Next Steps",positive,
2024-09-04,The Race Is Anyone’s Call,neutral,
2024-09-05,Why Harris is splitting with (some of) Biden's capital gains plans,neutral,
2024-09-05,"Nasdaq, S&P slip as sluggish September start continues",negative,
2024-09-05,Newman: A surprising nonissue in the 2024 election,neutral,
2024-09-05,"Treasuries, Yen Rally After Weak US Jobs Report: Markets Wrap",negative,
2024-09-05,JPMorgan Abandons Recommendation to Buy China Stocks Ahead of US Election,negative,
2024-09-05,"ChargePoint narrows net loss, announces plan to cut 15% of its workforce",neutral,
2024-09-05,"Stock futures are little changed after two straight down days for S&P 500, Nasdaq",neutral,
2024-09-05,"Stock Market News, Sept. 4, 2024: S&P 500, Nasdaq Extend Declines Ahead of Jobs Report",negative,
2024-09-05,A new recession warning is about to flash as investors await August jobs report,negative,
2024-09-05,Topgolf Callaway wants to split up after a little more than three years. Here’s what could complicate the breakup.,negative,
2024-09-05,US Steel shares plummet on report Biden set to block takeover,negative,
2024-09-05,Nvidia's Huang just crashed out of the $100 billion club,negative,
2024-09-05,Alert over potentially deadly counterfeit vodka,negative,
2024-09-05,AMC CEO slams ‘utter nonsense’ conspiracy theories swirling around ‘City of Dreams’ film,negative,
2024-09-05,‘I want to meet someone rich’: Are dating apps a hotbed of upwardly-mobile lonely hearts in pursuit of wealthy partners?,neutral,
2024-09-05,Anti-pollution law to threaten water bosses with jail,negative,
2024-09-05,Harris wants bigger tax breaks for startups. But small-business owners still have many questions.,neutral,
2024-09-05,Trump Media shares erase 2024 gains,negative,
2024-09-05,Samples of Linda Deutsch’s Reporting on 50 Years of Sensational Trials,neutral,
2024-09-05,Phillips 66 CEO Projects Global Refining Shortage Next Year,negative,
2024-09-05,Brazil's Senate to vote on Galipolo's nomination as cenbank chief on Oct 8,neutral,
2024-09-05,Brazil's public debt linked to interest rates and FX poised to surpass half of total debt in 2024,negative,
2024-09-05,Alabama Hospital Defaults on $60 Million Debt as Expenses Soar,negative,
2024-09-05,"C3.ai loses less money than expected, but stock dives after results",negative,
2024-09-05,US Steel Deal Spread Blows Out as Biden Dashes Takeover Hope,negative,
2024-09-05,Rate Options Show Rising Bets on a Half-Point Fed Cut This Month,positive,
2024-09-05,"HPE posts record AI revenue, but stock falls after earnings",neutral,
2024-09-05,"Nvidia’s stock ends lower, but these two factors could reignite momentum",neutral,
2024-09-05,Miami’s St. Regis Condo Project Lands $527 Million in Financing,positive,
2024-09-05,Nvidia volatility could continue until after the election: Rob Luna,neutral,
2024-09-05,Treasuries Soar as Jobs Fuel Bets on Jumbo Fed Cut: Markets Wrap,positive,
2024-09-05,Modelo and Corona parent company says weak wine demand could impact latest earnings,negative,
2024-09-05,"Biden close to blocking Nippon Steel deal to buy U.S. Steel, sources say",negative,
2024-09-05,Cramer names the No. 1 underappreciated megacap to buy in the recent tech stock sell-off,positive,
2024-09-05,"Biden preparing to block Nippon's US Steel takeover, source says",negative,
2024-09-05,Biotech IPO Hopefuls Ready Burst of Debuts After Rough Stretch,positive,
2024-09-05,Private Credit Firm HPS Has Begun Discussing IPO With Prospective Investors,positive,
2024-09-05,Volvo reverses goal to make only EVs in 2030,negative,
2024-09-05,"US Steel core management, majority of board members will be US citizens, Nippon Steel says",neutral,
2024-09-05,Blinken Is Heading to Haiti as Security Force Takes On Gangs,neutral,
2024-09-05,Stocks slip as tough September start continues,negative,
2024-09-05,A new era of easy money is dawning,positive,
2024-09-05,Crypto advocate John Deaton wins GOP nod to challenge industry skeptic Elizabeth Warren for Senate seat,positive,
2024-09-05,Biden Expected to Block U.S. Steel Takeover,negative,
2024-09-05,US job openings fall to lowest level since January 2021,negative,
2024-09-05,Rob Arnott Is Launching an ETF Made Up of Stock-Index Rejects,neutral,
2024-09-05,Nordstrom Family Offers $3.8 Billion to Buy Its Namesake Retailer,positive,
2024-09-05,No tax on tips is a net positive: Carl Sobocinski,positive,
2024-09-05,Southwest Airlines' battle with activist investor heats up: Are free bags on the chopping block?,negative,
2024-09-05,Investors Are In a Love-Hate Relationship With the Stock Market,neutral,
2024-09-05,Goldman’s Rubner Sees Potential Correction If Jobs Data Is Weak,neutral,
2024-09-05,Nvidia is the master at molding their business to what the markets want: Adam Kobeissi,positive,
2024-09-05,U.S. Market Slump Led by Nvidia Sparks Global Sell-Off,negative,
2024-09-05,US Steel CEO says company likely to close steel mills if proposed $14B sale to Nippon Steel falls through,negative,
2024-09-05,DSV Is Said to Offer to Limit Layoffs in Schenker Bidding Race,neutral,
2024-09-05,Apollo Plans to Build Out Trading Desk for Private Credit Loans,positive,
2024-09-05,Municipal-Bond Market Boom in Mega-Deals Shows No Sign of Stopping,positive,
2024-09-05,Job openings fall to lowest level since January 2021,negative,
2024-09-05,Stock market today: Stocks claw back after tough September start,positive,
2024-09-05,"OPEC+ Close to Delaying Oil Supply Increase, Delegates Say",neutral,
2024-09-05,Libya Oil Exports Trickle Out Even as Authorities Block Loadings,negative,
2024-09-05,"Is this the beginning of something bigger, specifically in AI?: Ryan Payne",neutral,
2024-09-05,Yen Climbs 1% Versus Dollar as US Data Supports Bets on Fed Cuts,positive,
2024-09-05,"OPEC+ Members Consider Delaying Production Increase, Delegates Say",neutral,
2024-09-05,US Yield Curve Disinverts as Soft Labor Data Fuels Fed Cut Bets,neutral,
2024-09-05,Trump Media Stock Price Down 70% From March Peak,negative,
2024-09-05,Fed seen more likely to deliver bigger rate cuts as job openings fall,positive,
2024-09-05,Nasdaq slides as September swoon continues,negative,
2024-09-05,Ken Griffin’s Wellington hedge fund at Citadel squeezes out 1% gain in volatile August,neutral,
2024-09-05,What investors are getting wrong about the VIX,neutral,
2024-09-05,"Bostic Says Risks to Fed’s Jobs, Inflation Goals Now in Balance",neutral,
2024-09-05,"Should You Include REITs in Your Portfolio? And if So, Which Ones?",neutral,
2024-09-05,Nvidia antitrust probe creates an opportunity for investors: Michael Lee,positive,
2024-09-05,Bank of Japan is concerning investors the ‘most’ in September: Eddie Ghabour,negative,
2024-09-05,Canada trade balance swings to surplus in July,positive,
2024-09-05,Deutsche Bank Increases Leveraged Loan Risk Transfer on Demand,neutral,
2024-09-05,Targa Resources Rebuffed Takeover Interest From Larger Rival Williams,neutral,
2024-09-05,Companies Approved $107 Billion in Buybacks Ahead of Latest Rout,neutral,
2024-09-05,Corporate America Is Cashing In on Trillion-Dollar Index Boom,positive,
2024-09-05,"US market selloff stokes recession fears, trounces rate cut cheer",negative,
2024-09-05,Brazil's industrial output falls more than expected in July,negative,
2024-09-05,Uber Kicks Off Its First Bond Sale as Investment-Grade Company,positive,
2024-09-05,Coffee Rises as Traders Eye Stockpiles Drop and Brazil’s Weather,positive,
2024-09-05,"Dublin Airport Set to Exceed Passenger Cap, Operator Warns",negative,
2024-09-05,Goldman Sees Delay to Korean Inclusion in FTSE Bond Index,negative,
2024-09-05,Norway Wealth Fund Advisor Weighs More Israel Exclusions,neutral,
2024-09-05,Brazil finance minister says he trusts central bank officials ahead of rate decision,positive,
2024-09-05,Reliance Wins Bid for Battery Storage Gigafactory in India,positive,
2024-09-05,Swiss International forced to add huge 'balancing plate' to Airbus jets due to new 1st-class seat weight,negative,
2024-09-05,Multistrategy Hedge Funds Notch Steady Gains Despite August Turmoil,positive,
2024-09-05,"""I Am Different"" - CNN Rehires Brian Stelter After Firing Him 2 Years Ago",neutral,
2024-09-05,The Democrat Plan To Restore The Higher Education Indoctrination Industrial Complex,negative,
2024-09-05,"Recapping GDPNow Third-Quarter Nowcast Changes, What’s Going on and Why",neutral,
2024-09-05,SPAC Is Back With Biggest Monthly Flow Of Deals & Proceeds Since 2022,positive,
2024-09-05,Vehicles Sales Decrease to 15.13 million SAAR in August,negative,
2024-09-05,What If All The Conventional Models Fail To Predict What Happens Next?,negative,
2024-09-05,"Gloom Surrounds Jeff Currie's Super-Bull Copper Thesis As China Woes Cap Prices At $9,500",negative,
2024-09-05,Illinois Bans Mini Shampoo Bottles In Hotel Rooms,neutral,
2024-09-05,The US economy  is the envy of the first world,positive,
2024-09-05,Biden Says He's Not Allowed To Go Out Into Crowds Anymore...,negative,
2024-09-05,A Stunning Chart Ahead Of Friday's Job Report,neutral,
2024-09-05,"Hard-Landing Panic Leads To First Yield Curve Disinversion In Two Years, As Nvidia Plunge Continues",negative,
2024-09-05,Biden Sits At Tiny Fake White House Desk,neutral,
2024-09-05,"Intel Won't Return To Dominance, But It Can Achieve Relevance",neutral,
2024-09-05,Nearing the Point Where Unemployment Is Greater Than Job Openings,negative,
2024-09-05,July JOLTS report: relentless deterioration?,negative,
2024-09-05,Wednesday links: because they can,neutral,
2024-09-05,Anyone Watching Catlin Clark’s Rookie Year?,neutral,
2024-09-05,Market And Economic Insights From August 2024,neutral,
2024-09-05,Personal finance links: an essential skill,positive,
2024-09-05,At the Money: The Best Way to Buy a House Right Now,positive,
2024-09-05,The Future of Wealthtech - Webinar,neutral,
2024-09-05,Immigration déjà vu,neutral,
2024-09-05,"Volkswagen’s Choice: Fire Union Workers and Cut Costs, or Go Bankrupt",negative,
2024-09-05,States Continue to Enact Protections for Patients with Medical Debt,positive,
2024-09-05,"Dividends Don't Matter, Unless You're Alive",neutral,
2024-09-05,Will The Fed's Rate Cut Disrupt The Market's Historical Seasonality?,neutral,
2024-09-05,Day 2 of the Courts Review of the FTC v Kroger Merger,neutral,
2024-09-05,StoneCo Q2: Still Not Enough To Raise The Recommendation,negative,
2024-09-05,Total Return Forecasts: Major Asset Classes | 04 September 2024,neutral,
2024-09-05,Ferrari: Low Cash Conversion Makes It Look Very Expensive,negative,
2024-09-05,Manufacturing and construction together suggest weak but still expanding leading sectors,neutral,
2024-09-05,Macro Briefing: 4 September 2024,neutral,
2024-09-05,The Contrarian Opportunity In Gold Stocks Today,positive,
2024-09-05,Hut 8: Massively Undervalued AI Play,positive,
2024-09-05,Blend Labs: Expecting Strong Growth And A Transition To Positive FCF,positive,
2024-09-05,Lululemon Athletica: Quality Rarely Trades At A Discount,neutral,
2024-09-03,Opiate Addiction Treatment,neutral,
2024-09-03,"Policy Proposals, Feelings About Issues, and that Nasty Newly African American Woman who laughs",negative,
2024-09-03,Powell Announces “Pivot”,positive,
2024-09-04,September has always been bad for stocks. But should you sell?,negative,
2024-09-04,Nvidia leads Nasdaq sell-off in brutal start to September,negative,
2024-09-04,Newman: 8 big Trump and Harris ideas that are going nowhere,negative,
2024-09-04,Asia to Track Worst US Selloff Since August Crash: Markets Wrap,negative,
2024-09-04,Nvidia’s stock usually performs worst in September — but there are silver linings,neutral,
2024-09-04,"Boeing faces strike of about 32,000 workers",negative,
2024-09-04,"Nvidia bleeds $279 billion of market cap, but its stock has plenty of defenders",negative,
2024-09-04,BlockDAG latest crypto firm to score deal with major European soccer clubs,positive,
2024-09-04,Stock futures are little changed after tech sell-off drags S&P 500 to worst day since August,negative,
2024-09-04,Stocks Hit by Biggest Selloff Since August Crash: Markets Wrap,negative,
2024-09-04,"Stock Market News, Sept. 3, 2024: Nasdaq Slides 3.3%; Oil Prices Tumble",negative,
2024-09-04,GPIF Watchers Say $1.75 Trillion Fund May Buy More Japan Stocks,positive,
2024-09-04,Hello Kitty Stock Soars 93% as Tokyo Heat Sends Tourists Indoors,positive,
2024-09-04,Nvidia Gets DOJ Subpoena in Escalating Antitrust Probe,negative,
2024-09-04,KLA raises its quarterly dividend by 17%,positive,
2024-09-04,RingCentral starts search for new CFO as Sonalee Parekh resigns,negative,
2024-09-04,Nvidia tumbles 9% to lowest level since mid-August,negative,
2024-09-04,GitLab’s stock rallies on more upbeat full-year forecast,positive,
2024-09-04,"SEC Hits Moody’s, S&P With Fines as WhatsApp Probe Expands",negative,
2024-09-04,"Wall Street drops on September worries, upcoming data",negative,
2024-09-04,Zscaler’s stock drops after big whiff on profit outlook outweighs earnings beat,negative,
2024-09-04,"BioAge Labs Files for IPO to Be Led by Goldman, Morgan Stanley",positive,
2024-09-04,UL Backer to Sell 20 Million Shares After Stock Nearly Doubles,negative,
2024-09-04,Mystery Option Buyer Nets Fast $12 Million Gain on Stock Slide,positive,
2024-09-04,"Vaccine Maker Vaxcyte Offers $1 Billion in Shares, Warrants",neutral,
2024-09-04,Fears of Economic Slowdown Spark Stock-Market Selloff,negative,
2024-09-04,Housing and stocks are the greatest market risks right now: Jack Ablin,negative,
2024-09-04,Carry Trades: How They Work And Why They Rocked Global Markets,positive,
2024-09-04,"PagerDuty’s stock falls despite earnings beat, as these factors weigh on outlook",negative,
2024-09-04,"U.S. stocks tumble as September starts, investors cool on chips",negative,
2024-09-04,These semiconductor ETFs just had their worst performances in four years,negative,
2024-09-04,Demand for bonds likely to rise in the year ahead: Kelsey Berro,positive,
2024-09-04,Sanctioned oligarchs take stake in largest UK oil firm,negative,
2024-09-04,Stock Prices and Oil Fall in Sharpest Decline Since Early August,negative,
2024-09-04,"How War Crimes Charges Limits Putin’s Travels, or Not",neutral,
2024-09-04,Lutnick Leads Sponsors Boosting SPACs to Biggest Month Since 2022,positive,
2024-09-04,Why is the stock market down? Manufacturing data reminded investors that bad news is bad news.,negative,
2024-09-04,Economy is 'remarkably resilient' despite tighter monetary policy: Ed Yardeni,positive,
2024-09-04,"VP Harris joins Trump, Biden in opposing US Steel-Nippon Steel merger",neutral,
2024-09-04,Here’s What Happens When Credit Markets Go Dark,neutral,
2024-09-04,"AI likely to weigh on oil prices over the next decade, Goldman says",negative,
2024-09-04,Kamala Harris sees private sector as greedy predators: Judy Shelton,negative,
2024-09-04,Nvidia stock tumbles to lowest level since mid-August,negative,
2024-09-04,"Judge's ruling could end Gulf oil production: 'Death by a thousand cuts,' senator warns",negative,
2024-09-04,Muni-Bond Market Faces September Slump as Supply Outpaces Demand,negative,
2024-09-04,Scotiabank Turns Bullish on Canadian Bank Stocks After Earnings,positive,
2024-09-04,Biden Grants First New LNG Approval Since Freezing Permits,positive,
2024-09-04,Weight-loss drugs could reduce COVID-related deaths: Study,positive,
2024-09-04,Sixth Street Buys TPG Partners’ Stake at $10 Billion Valuation,positive,
2024-09-04,Wellington Wary of ‘Exaggerated’ Credit Algos Amid Volatility,negative,
2024-09-04,Stormy September lies in wait for markets,negative,
2024-09-04,Biden-Harris are trying to turn Gaza into another Lebanon: Christian Whiton,negative,
2024-09-04,Carlyle Picks Banks for $4.7 Billion Acrotec’s Zurich IPO,neutral,
2024-09-04,Algorithmic Traders Add to Oil’s Rout as Demand Fears Resurface,negative,
2024-09-04,Stuart Varney: Kamala Harris' fracking promises ring hollow,negative,
2024-09-04,Subway Eyes $2.3 Billion Asset-Backed Debt Sale,neutral,
2024-09-04,Nvidia Suffers Record $279 Billion Rout as AI Worry Sinks Stocks,negative,
2024-09-04,Galderma Sponsors Look to Shed $1.2 Billion Stake After IPO,negative,
2024-09-04,US manufacturing mired in weakness; construction spending falls,negative,
2024-09-04,"We had a very weak start, strong close in August: Mike Murphy",neutral,
2024-09-04,OPEC Output Steady as Libya Losses Offset by Gains Elsewhere,neutral,
2024-09-04,Latin America Joins Bond Sale Rush in Busiest Day This Year,positive,
2024-09-04,Intel has its 'work cut out' despite launch of new chips: Beth Kindig,negative,
2024-09-04,Loonie Rally That Defies Bank of Canada Rate Cuts to Persist,positive,
2024-09-04,Oxford Nanopore Eyes FTSE 250 Inclusion to Widen Investor Base,positive,
2024-09-04,Antitrust enforcers go for the knockout punch on Kroger,negative,
2024-09-04,Europe Sees $1 Billion Convertible Bond Sales as Lull Ends,positive,
2024-09-04,Bond Rally Turns ‘Dangerous to Chase’ With Bets on Big Rate Cuts,negative,
2024-09-04,There's been a good reason to be bullish: Jason Katz,positive,
2024-09-04,"Salvors Abandon Towing Burning Oil Tanker in Red Sea, EU Says",negative,
2024-09-04,US construction spending falls more than expected in July,negative,
2024-09-04,Cliff Asness Is ‘Old Man Whinging’ as Markets Get Less Efficient,negative,
2024-09-04,Foreign Investors Flock Back to Brazil Stocks as Fed Cut Nears,positive,
2024-09-04,Raising Cane’s Kicks Off $500 Million Loan Sale to Repay Debt,neutral,
2024-09-04,Apple Intelligence will 'wow' users: Kyle Wool,positive,
2024-09-04,India to Ease Registration for Foreigners Buying Government Debt,positive,
2024-09-04,TransDigm Offers $3 Billion of Debt to Fund Dividend Payout,neutral,
2024-09-04,Uber Lines Up Investor Calls for Debut Blue-Chip Bond Sale,positive,
2024-09-04,Firms Pile Into Bond Market in Busiest Day on Record,positive,
2024-09-04,GB Energy to be headquartered in Aberdeen,neutral,
2024-09-04,"In Retirement, There's Finally Time to Cherish the Past",positive,
2024-09-04,Sizzling ETF Flows in Manic Markets Fuel a $609 Billion Haul,positive,
2024-09-04,Federal courts are declaring war on American oil workers: Sen. Bill Cassidy,negative,
2024-09-04,China’s Gray Market Is Dominating Luxury Brands’ Online Sales,negative,
2024-09-04,Adam Posen on the Risks of the Fed’s Big Pivot,neutral,
2024-09-04,Morning Bid: Labor Day to labor report as Sept kicks off,neutral,
2024-09-04,BP Halts Rotterdam Oil Refinery Because of Power Outage,negative,
2024-09-04,Formula 1 to Borrow $850 Million Via Loan Market for MotoGP Deal,negative,
2024-09-04,"Brent Crude Tumbles Below $75 a Barrel, Erasing 2024 Gains",negative,
2024-09-04,Josh Harris’ 26North to Buy ArchKey in First Private Equity Deal,positive,
2024-09-04,Armed Venezuelan Prison Gang In Denver Highlights Map Of US Sanctuary Zones To Avoid Amid Migrant Crisis,negative,
2024-09-04,So Much For Sanctions: Russia Surpasses US For Gas Exports To EU,negative,
2024-09-04,"""Bull Trap"" After Just One Day...",negative,
2024-09-04,Harris' So-Called 'Surge' Is Thanks To Oversampling: Pollsters,negative,
2024-09-04,"Adding Insult To Margin Calls, Nvidia Receives DOJ Subpoena Making Record Price Drop Even Worse",negative,
2024-09-04,"Yale Divinity Students Forced To Read From Witch's ""Spell"" At Orientation",negative,
2024-09-04,"Construction Spending Growth Slows in May, Stops in June, Negative in July",negative,
2024-09-04,"Media Giant CMG Bragged About Eavesdropping On Phone, Laptop Or 'Smart Home' Microphones",negative,
2024-09-04,Biden-Harris DOJ Threatens To Sue Two Small Wisconsin Towns Over Refusal To Use Electronic Voting Machines,negative,
2024-09-04,Semis Slaughtered As September Starts Off With Carnage Everywhere,negative,
2024-09-04,"Is Kamala Very, Very Afraid?",negative,
2024-09-04,For Labor Day: 4 measures of worker wage growth,neutral,
2024-09-04,"""Elite Capture?"" Pentagon Stonewalls On Walz's Frequent Trips To China, Raising National Security Concerns",negative,
2024-09-04,Ken Burns Keynote Address to the Graduating Class of 2024,neutral,
2024-09-04,ISM Index Little Slightly Better But New Orders and Production Contracting Faster,negative,
2024-09-04,Tuesday links: staying young psychologically,neutral,
2024-09-04,COVID-19 deaths and the efficacy of the Covid vaccine,neutral,
2024-09-04,Fed Moves And Election Year Jitters (QQQ Rating Downgrade),negative,
2024-09-04,More on Why Albertsons Should Not Be Allowed to Combine with Kroger,negative,
2024-09-04,Research links: working on the details,neutral,
2024-09-04,I Love September...the Nasdaq Does Not - Momentum Monday,negative,
2024-09-04,Intel Honesty,neutral,
2024-09-04,Hermes: Unique Exclusivity Boosts Margins,positive,
2024-09-04,Sow Good Has Little Social Media Presence And Doesn't Make Its Own Candy - Sell The Freeze-Dried Hype,negative,
2024-09-04,"Transcript: Heather Brilliant, Diamond Hill",neutral,
2024-09-04,Faced with Stagnant Domestic Growth China Starts a New Global Trade War,negative,
2024-09-04,Crude Tanker Market Poised For Significant Supply Shift,neutral,
2024-09-04,More Economy Bad Is Bad Under Biden Series,negative,
2024-09-04,$100M Award to ACA Healthcare navigators,positive,
2024-09-04,Major Asset Classes | August 2024 | Performance Review,neutral,
2024-09-04,The U.S. Elections Will Have Worldwide Economic Consequences,neutral,
2024-09-04,Macro Briefing: 3 September 2024,neutral,
2024-09-04,Copper Price On A More Sustainable Path,positive,
2024-09-02,"Emmanuel Macron, the French President, Ponders a “Technocrat” Prime Minister",neutral,
2024-09-02,What Happened to American Labor?,neutral,
2024-09-03,Stock futures are little changed to kick off September trading: Live updates,neutral,
2024-09-03,"""An Outlaw"": Brazil's Full Supreme Court Upholds 'Darth Vader' Ban On Elon Musk's X",negative,
2024-09-03,Swiss Flavor Maker Givaudan Weighs Entry Into Pet Food Market,neutral,
2024-09-03,Saudis Aim to Slash Red Tape as Race for Foreign Cash Heats Up,positive,
2024-09-03,South Korea to Cut FX Stabilization Fund by a Record in 2025,negative,
2024-09-03,Swedish Home Prices Regain Some Ground as Interest Rates Decline,positive,
2024-09-03,Investcorp Co-CEO Ben-Gacem Set to Leave After Three Decades,negative,
2024-09-03,"Thailand’s New Cabinet Lineup Ready for Royal Endorsement This Week, PM Says",neutral,
2024-09-03,Treacherous September Is Leaving Traders Everywhere on Edge,negative,
2024-09-03,Turkish Economic Growth Slows as Higher Interest Rates Take Toll,negative,
2024-09-03,Europe's STOXX 600 edges lower ahead of data-heavy week,negative,
2024-09-03,AIB Agrees €500 Million Share Buyback With Irish State,positive,
2024-09-03,The Black Hole of Private Credit That's Swallowing the Economy,negative,
2024-09-03,"Shares, currencies turn cautious into payrolls clincher",neutral,
2024-09-03,Morning Bid: Plotting for payrolls,neutral,
2024-09-03,Vedanta Plans First Dollar Bond Sale Since January Restructuring,neutral,
2024-09-03,UK stocks muted as economic data takes centre stage in policy decision month,neutral,
2024-09-03,Historic Drought Cuts Zambia’s Power Supply to Three Hours a Day,negative,
2024-09-03,Is the Fed 'sleepwalking into a policy mistake?': Abrdn analyst calls for faster easing of rates,negative,
2024-09-03,"US Seizes Venezuelan President Maduro's Plane, Flies It To Florida",negative,
